Student_ID,Gender,Age,Study_Hours,Attendance,Previous_Score,Final_Score,Performance
1249,Female,21,6.0,87,95,80,Excellent
1250,Female,18,1.3,76,78,58,Needs Improvement
1251,Male,19,4.8,81,79,69,Good
1252,Female,21,6.2,71,55,62,Good
1253,Female,18,5.1,100,76,68,Good
1254,Female,20,8.6,83,53,59,Needs Improvement
1255,Male,20,1.0,93,95,70,Good
1256,Female,19,4.4,87,56,53,Needs Improvement
1257,Female,21,4.5,82,59,52,Needs Improvement
1258,Male,21,2.1,81,49,51,Needs Improvement
1259,Female,21,2.4,75,71,54,Needs Improvement
1260,Male,19,3.0,77,71,48,Needs Improvement
1261,Male,21,2.5,72,91,69,Good
1262,Male,20,4.3,71,81,62,Good
1263,Male,18,3.4,100,59,61,Good
1264,Male,20,5.1,85,82,75,Good
1265,Female,20,5.7,97,53,60,Good
1266,Male,18,5.5,74,60,47,Needs Improvement
1267,Male,20,3.8,69,72,48,Needs Improvement
1268,Female,19,5.0,72,54,49,Needs Improvement
1269,Male,18,6.4,78,85,72,Good
1270,Female,20,5.3,82,100,84,Excellent
1271,Female,22,7.8,80,66,68,Good
1272,Female,20,6.3,74,61,73,Good
1273,Male,19,7.6,83,68,60,Good
1274,Male,21,0.5,84,62,50,Needs Improvement
1275,Male,20,4.7,89,74,63,Good
1276,Female,21,3.9,97,51,56,Needs Improvement
1277,Male,22,4.3,78,74,71,Good
1278,Male,20,3.1,94,97,83,Excellent
1279,Male,18,5.2,83,42,50,Needs Improvement
1280,Female,21,1.2,67,54,48,Needs Improvement
1281,Female,22,5.2,100,64,65,Good
1282,Male,18,3.1,100,78,61,Good
1283,Male,18,3.6,88,82,67,Good
1284,Male,18,5.3,83,81,66,Good
1285,Male,18,4.6,79,46,49,Needs Improvement
1286,Female,20,6.4,77,61,56,Needs Improvement
1287,Female,20,2.8,94,57,55,Needs Improvement
1288,Female,20,4.4,82,69,62,Good
1289,Female,22,6.1,99,70,72,Good
1290,Male,22,5.2,82,51,56,Needs Improvement
1291,Male,22,5.3,78,64,68,Good
1292,Male,19,6.5,76,78,79,Good
1293,Female,22,3.8,75,61,52,Needs Improvement
1294,Male,20,3.4,87,67,64,Good
1295,Female,20,5.5,69,94,83,Excellent
1296,Female,19,4.2,74,98,78,Good
1297,Male,19,6.5,95,40,58,Needs Improvement
1298,Male,22,5.2,72,72,53,Needs Improvement
1299,Male,21,3.4,91,100,73,Good
1300,Female,19,5.1,61,77,60,Good
1301,Male,18,2.9,97,70,68,Good
1302,Female,20,6.2,69,88,67,Good
1303,Male,18,2.0,73,73,55,Needs Improvement
1304,Female,20,6.7,89,80,77,Good
1305,Female,20,5.1,85,67,58,Needs Improvement
1306,Male,19,4.2,91,73,66,Good
1307,Female,19,5.9,69,76,65,Good
1308,Female,18,5.4,79,82,73,Good
1309,Male,20,6.9,76,64,66,Good
1310,Female,18,6.9,71,64,65,Good
1311,Male,21,5.1,88,43,52,Needs Improvement
1312,Female,18,2.9,91,65,49,Needs Improvement
1313,Male,22,3.5,79,83,66,Good
1314,Male,18,4.4,97,76,68,Good
1315,Female,22,6.4,74,56,61,Good
1316,Female,22,3.7,97,43,48,Needs Improvement
1317,Female,22,3.8,88,68,61,Good
1318,Female,21,7.8,70,83,73,Good
1319,Female,18,4.3,100,63,58,Needs Improvement
1320,Male,18,3.4,78,50,43,Needs Improvement
1321,Female,21,5.9,94,62,65,Good
1322,Male,20,4.4,83,75,69,Good
1323,Male,19,2.0,86,87,62,Good
1324,Female,18,6.4,91,66,65,Good
1325,Male,19,3.2,90,85,72,Good
1326,Male,21,4.6,79,83,72,Good
1327,Male,20,4.4,87,54,56,Needs Improvement
1328,Male,20,4.9,87,88,74,Good
1329,Female,20,0.6,84,74,58,Needs Improvement
1330,Male,21,3.9,80,53,55,Needs Improvement
1331,Female,22,6.5,84,95,73,Good
1332,Female,22,6.8,100,68,79,Good
1333,Male,19,2.7,79,43,45,Needs Improvement
1334,Female,22,6.2,94,60,67,Good
1335,Female,22,3.1,76,57,47,Needs Improvement
1336,Female,20,3.8,73,60,52,Needs Improvement
1337,Male,20,3.9,100,64,63,Good
1338,Female,19,4.7,87,66,52,Needs Improvement
1339,Female,18,6.3,88,66,60,Good
1340,Female,19,5.0,88,69,60,Good
1341,Male,19,4.3,96,78,62,Good
1342,Female,21,6.2,86,60,62,Good
1343,Male,21,3.1,90,87,68,Good
1344,Male,19,4.4,71,53,58,Needs Improvement
1345,Male,19,6.3,92,79,66,Good
1346,Male,19,5.5,80,93,76,Good
1347,Male,22,3.7,89,68,56,Needs Improvement
1348,Male,21,1.8,65,73,45,Needs Improvement
1349,Female,19,5.1,88,56,60,Good
1350,Male,20,1.7,60,63,51,Needs Improvement
1351,Female,20,4.1,79,92,73,Good
1352,Female,22,6.6,65,80,61,Good
1353,Male,22,5.6,88,76,69,Good
1354,Female,18,0.9,83,43,44,Needs Improvement
1355,Female,18,4.9,74,60,61,Good
1356,Female,18,3.9,96,94,78,Good
1357,Female,22,2.2,73,76,62,Good
1358,Male,22,5.1,52,77,65,Good
1359,Female,22,3.6,87,72,62,Good
1360,Male,20,3.6,64,61,54,Needs Improvement
1361,Female,22,4.7,73,75,67,Good
1362,Female,20,3.4,77,49,50,Needs Improvement
1363,Male,18,4.7,68,48,54,Needs Improvement
1364,Female,18,3.4,77,60,58,Needs Improvement
1365,Female,18,3.5,68,73,55,Needs Improvement
1366,Female,19,6.3,84,48,49,Needs Improvement
1367,Male,19,6.5,70,72,64,Good
1368,Female,21,1.4,82,56,42,Needs Improvement
1369,Male,21,5.8,94,58,62,Good
1370,Female,21,7.0,90,88,77,Good
1371,Male,19,7.3,81,71,74,Good
1372,Male,19,5.4,72,57,58,Needs Improvement
1373,Female,21,2.6,84,73,64,Good
1374,Female,21,5.6,75,49,50,Needs Improvement
1375,Male,22,2.9,84,75,69,Good
1376,Male,21,3.9,65,86,69,Good
1377,Female,22,5.2,90,79,71,Good
1378,Male,20,3.1,82,100,64,Good
1379,Female,19,2.4,100,43,54,Needs Improvement
1380,Female,21,5.3,95,72,76,Good
1381,Female,19,7.9,88,51,61,Good
1382,Female,19,6.7,81,68,65,Good
1383,Male,19,5.8,75,70,60,Good
1384,Female,20,6.3,91,100,74,Good
1385,Male,18,5.6,80,69,60,Good
1386,Female,21,5.3,94,69,74,Good
1387,Male,18,6.1,86,84,78,Good
1388,Female,18,2.0,86,69,53,Needs Improvement
1389,Male,18,4.9,88,96,73,Good
1390,Male,19,4.4,73,79,74,Good
1391,Female,22,4.6,72,82,60,Good
1392,Female,19,3.7,71,44,41,Needs Improvement
1393,Female,19,5.4,92,98,77,Good
1394,Female,18,3.0,73,61,45,Needs Improvement
1395,Male,19,3.5,74,70,55,Needs Improvement
1396,Female,18,3.3,87,61,53,Needs Improvement
1397,Male,22,6.1,79,56,53,Needs Improvement
1398,Male,21,4.5,78,53,59,Needs Improvement
1399,Female,18,3.7,77,71,53,Needs Improvement
1400,Male,22,3.8,59,42,41,Needs Improvement
1401,Male,21,4.5,72,67,54,Needs Improvement
1402,Male,20,7.4,94,85,77,Good
1403,Male,18,2.3,77,79,55,Needs Improvement
1404,Female,18,5.7,63,76,63,Good
1405,Female,20,5.3,72,57,56,Needs Improvement
1406,Female,20,2.9,86,48,55,Needs Improvement
1407,Female,18,7.1,85,85,72,Good
1408,Male,20,5.5,79,64,68,Good
1409,Male,19,3.6,75,69,54,Needs Improvement
1410,Female,21,1.2,68,67,49,Needs Improvement
1411,Female,21,4.9,86,79,76,Good
1412,Female,21,4.4,90,96,90,Excellent
1413,Male,19,2.6,95,90,78,Good
1414,Female,20,2.6,71,37,38,Needs Improvement
1415,Female,22,6.1,96,66,69,Good
1416,Female,20,1.0,81,51,48,Needs Improvement
1417,Male,18,5.1,82,83,71,Good
1418,Male,21,4.2,91,70,58,Needs Improvement
1419,Male,20,5.4,77,78,67,Good
1420,Male,22,4.0,60,64,50,Needs Improvement
1421,Male,18,5.0,89,55,52,Needs Improvement
1422,Male,19,3.2,85,58,52,Needs Improvement
1423,Male,19,4.4,78,49,52,Needs Improvement
1424,Male,22,5.4,88,52,61,Good
1425,Female,18,4.8,90,49,53,Needs Improvement
1426,Female,21,5.2,67,56,53,Needs Improvement
1427,Male,20,2.8,82,55,55,Needs Improvement
1428,Male,18,3.4,59,76,57,Needs Improvement
1429,Female,19,3.5,81,75,63,Good
1430,Male,22,4.0,78,76,63,Good
1431,Male,22,6.9,87,86,77,Good
1432,Male,20,3.9,71,69,52,Needs Improvement
1433,Female,22,2.4,78,59,51,Needs Improvement
1434,Female,22,5.5,50,100,78,Good
1435,Female,18,6.9,88,83,75,Good
1436,Female,21,2.2,81,72,53,Needs Improvement
1437,Female,20,8.1,83,71,78,Good
1438,Male,18,5.2,67,74,65,Good
1439,Female,21,6.4,86,67,69,Good
1440,Male,18,7.1,99,72,76,Good
1441,Male,18,6.3,80,77,63,Good
1442,Female,22,4.3,89,60,61,Good
1443,Female,21,6.7,73,47,60,Good
1444,Male,20,5.0,81,41,46,Needs Improvement
1445,Male,20,6.5,67,82,59,Needs Improvement
1446,Male,21,6.7,90,48,59,Needs Improvement
1447,Female,22,2.5,84,77,61,Good
1448,Female,19,5.9,70,54,47,Needs Improvement
1449,Female,18,4.2,74,54,54,Needs Improvement
1450,Female,22,4.7,83,60,60,Good
1451,Female,21,4.7,91,73,58,Needs Improvement
1452,Male,18,4.7,97,52,66,Good
1453,Female,20,7.2,81,61,67,Good
1454,Male,19,2.0,68,70,44,Needs Improvement
1455,Male,20,1.4,84,53,51,Needs Improvement
1456,Male,21,1.0,100,90,71,Good
1457,Female,18,6.4,66,46,58,Needs Improvement
1458,Female,21,3.1,72,67,52,Needs Improvement
1459,Female,18,4.7,88,88,76,Good
1460,Male,22,4.3,84,51,51,Needs Improvement
1461,Male,19,2.9,77,68,53,Needs Improvement
1462,Male,22,6.0,84,72,62,Good
1463,Male,22,4.3,92,59,49,Needs Improvement
1464,Male,21,4.1,81,69,63,Good
1465,Male,19,4.9,80,78,64,Good
1466,Female,18,5.8,88,63,49,Needs Improvement
1467,Female,18,2.8,79,81,63,Good
1468,Female,20,6.1,93,75,76,Good
1469,Female,18,7.1,100,62,61,Good
1470,Male,21,1.9,73,86,58,Needs Improvement
1471,Male,22,5.0,69,60,57,Needs Improvement
1472,Female,22,4.0,86,82,54,Needs Improvement
1473,Male,22,5.8,69,60,54,Needs Improvement
1474,Female,19,2.3,69,66,54,Needs Improvement
1475,Female,18,7.4,62,68,60,Good
1476,Female,21,1.6,78,75,50,Needs Improvement
1477,Male,19,4.1,82,36,38,Needs Improvement
1478,Female,20,5.3,77,76,57,Needs Improvement
1479,Female,21,3.3,96,69,58,Needs Improvement
1480,Female,21,3.0,95,74,68,Good
1481,Male,21,4.9,100,77,82,Excellent
1482,Male,22,4.6,82,76,65,Good
1483,Female,21,4.5,94,42,55,Needs Improvement
1484,Male,18,6.0,85,55,54,Needs Improvement
1485,Male,21,3.8,84,75,52,Needs Improvement
1486,Male,22,5.1,77,73,72,Good
1487,Male,21,3.6,59,59,46,Needs Improvement
1488,Male,20,3.0,88,80,68,Good
1489,Male,20,4.0,94,66,62,Good
1490,Male,22,3.6,67,82,67,Good
1491,Male,18,3.7,82,87,73,Good
1492,Male,18,6.6,92,74,72,Good
1493,Male,19,4.0,78,78,65,Good
1494,Female,22,3.3,94,61,63,Good
1495,Female,21,4.6,81,82,65,Good
1496,Male,22,4.7,77,73,70,Good
1497,Female,19,2.4,95,66,54,Needs Improvement
1498,Female,22,4.0,73,53,51,Needs Improvement
1499,Male,22,3.9,75,63,58,Needs Improvement
1500,Male,19,4.2,73,54,43,Needs Improvement
1501,Male,18,5.8,71,81,74,Good
1502,Female,21,4.7,84,87,73,Good
1503,Female,19,6.7,77,83,88,Excellent
1504,Male,20,4.5,87,100,87,Excellent
1505,Male,18,7.7,65,64,62,Good
1506,Male,20,3.7,71,78,70,Good
1507,Female,18,3.1,83,53,55,Needs Improvement
1508,Female,21,5.5,97,67,67,Good
1509,Female,21,7.0,86,49,50,Needs Improvement
1510,Female,22,2.0,76,78,51,Needs Improvement
1511,Male,20,4.1,67,65,55,Needs Improvement
1512,Male,18,3.4,76,41,41,Needs Improvement
1513,Male,21,4.8,82,60,59,Needs Improvement
1514,Male,19,4.5,58,95,75,Good
1515,Female,21,6.9,70,76,71,Good
1516,Female,19,4.3,75,81,61,Good
1517,Male,18,7.0,79,72,72,Good
1518,Male,21,3.9,81,67,54,Needs Improvement
1519,Female,21,6.2,76,70,58,Needs Improvement
1520,Male,18,4.9,87,73,67,Good
1521,Female,21,7.6,83,55,57,Needs Improvement
1522,Male,19,1.8,78,81,57,Needs Improvement
1523,Male,21,2.4,88,86,71,Good
1524,Male,20,7.8,88,67,72,Good
1525,Male,22,3.2,67,63,50,Needs Improvement
1526,Male,19,3.3,82,60,46,Needs Improvement
1527,Male,20,2.9,91,95,68,Good
1528,Male,18,6.6,93,64,75,Good
1529,Female,19,2.2,86,79,67,Good
1530,Female,22,4.5,80,67,67,Good
1531,Female,22,4.0,86,67,61,Good
1532,Female,18,6.4,90,59,60,Good
1533,Female,18,3.5,83,56,57,Needs Improvement
1534,Male,19,5.2,84,80,75,Good
1535,Male,21,2.4,80,56,47,Needs Improvement
1536,Female,18,8.6,69,76,67,Good
1537,Male,21,4.1,80,71,53,Needs Improvement
1538,Female,20,4.5,75,81,62,Good
1539,Female,22,7.5,75,61,66,Good
1540,Male,21,3.4,96,85,66,Good
1541,Male,22,7.5,92,68,74,Good
1542,Male,21,3.8,65,100,80,Excellent
1543,Female,20,5.7,71,47,51,Needs Improvement
1544,Male,18,3.5,78,100,73,Good
1545,Female,20,2.1,76,68,57,Needs Improvement
1546,Female,18,5.2,85,73,62,Good
1547,Female,18,5.7,70,62,54,Needs Improvement
1548,Male,22,2.1,92,48,45,Needs Improvement
1549,Male,20,3.9,82,63,51,Needs Improvement
1550,Female,21,6.7,79,65,68,Good
1551,Male,20,5.6,82,73,63,Good
1552,Male,22,3.8,78,86,72,Good
1553,Male,18,3.4,62,73,59,Needs Improvement
1554,Female,22,8.0,82,73,71,Good
1555,Female,19,1.9,79,75,62,Good
1556,Male,19,4.4,72,45,42,Needs Improvement
1557,Female,21,1.9,93,47,43,Needs Improvement
1558,Male,22,6.9,89,49,62,Good
1559,Male,21,4.5,100,65,52,Needs Improvement
1560,Male,21,4.8,90,44,52,Needs Improvement
1561,Male,19,9.5,76,60,69,Good
1562,Female,21,3.4,73,51,55,Needs Improvement
1563,Female,19,7.6,77,77,78,Good
1564,Female,18,3.8,75,76,61,Good
1565,Male,22,4.1,83,66,63,Good
1566,Male,21,9.2,67,43,52,Needs Improvement
1567,Male,19,4.2,88,67,59,Needs Improvement
1568,Female,20,2.0,83,75,65,Good
1569,Male,21,5.0,87,81,69,Good
1570,Female,18,4.2,71,95,71,Good
1571,Female,18,5.2,84,86,66,Good
1572,Female,20,4.3,95,72,67,Good
1573,Female,19,8.5,73,66,70,Good
1574,Female,21,5.5,73,60,61,Good
1575,Female,19,2.6,89,89,62,Good
1576,Male,18,4.7,72,72,66,Good
1577,Male,19,3.1,80,79,57,Needs Improvement
1578,Female,18,4.1,97,62,60,Good
1579,Female,19,2.9,73,53,40,Needs Improvement
1580,Male,20,8.3,97,64,69,Good
1581,Female,22,3.3,79,66,51,Needs Improvement
1582,Female,20,5.7,71,73,61,Good
1583,Male,20,3.9,88,60,57,Needs Improvement
1584,Female,22,2.4,83,70,61,Good
1585,Female,22,4.9,82,86,74,Good
1586,Female,21,5.2,74,47,39,Needs Improvement
1587,Male,21,5.5,83,40,53,Needs Improvement
1588,Male,20,0.5,61,87,57,Needs Improvement
1589,Male,20,2.3,84,50,45,Needs Improvement
1590,Female,18,6.2,95,65,61,Good
1591,Female,18,2.8,64,79,58,Needs Improvement
1592,Male,21,4.9,78,69,62,Good
1593,Female,21,2.2,73,69,56,Needs Improvement
1594,Female,18,5.8,67,71,61,Good
1595,Female,18,6.2,61,100,62,Good
1596,Female,19,5.8,70,95,71,Good
1597,Female,19,6.4,80,60,55,Needs Improvement
1598,Male,18,7.3,93,85,88,Excellent
1599,Female,19,2.4,67,77,57,Needs Improvement
1600,Male,22,3.1,85,70,63,Good
1601,Female,21,6.1,84,57,62,Good
1602,Male,21,6.5,99,76,74,Good
1603,Female,18,3.3,88,66,56,Needs Improvement
1604,Male,20,3.2,88,65,55,Needs Improvement
1605,Female,18,3.3,89,59,45,Needs Improvement
1606,Male,19,1.6,73,84,61,Good
1607,Female,20,2.2,76,59,51,Needs Improvement
1608,Male,19,2.3,93,59,54,Needs Improvement
1609,Female,22,4.0,61,81,62,Good
1610,Male,19,5.0,75,68,54,Needs Improvement
1611,Male,22,5.3,69,68,58,Needs Improvement
1612,Female,22,3.6,84,84,63,Good
1613,Female,19,3.6,78,88,71,Good
1614,Male,19,4.7,88,40,49,Needs Improvement
1615,Female,22,1.8,81,68,51,Needs Improvement
1616,Male,20,6.2,67,50,52,Needs Improvement
1617,Male,22,6.8,67,65,56,Needs Improvement
1618,Male,21,3.4,82,70,57,Needs Improvement
1619,Female,22,3.8,74,65,59,Needs Improvement
1620,Male,20,6.7,77,56,52,Needs Improvement
1621,Male,21,4.3,91,55,56,Needs Improvement
1622,Female,18,5.6,90,80,67,Good
1623,Female,18,4.3,100,91,68,Good
1624,Female,20,7.3,79,41,62,Good
1625,Female,22,5.4,76,65,66,Good
1626,Male,19,5.5,86,80,66,Good
1627,Male,20,5.5,76,70,61,Good
1628,Male,21,3.5,77,54,40,Needs Improvement
1629,Male,21,3.7,80,63,48,Needs Improvement
1630,Female,18,5.9,99,74,65,Good
1631,Male,21,4.7,89,66,61,Good
1632,Male,20,2.4,90,69,58,Needs Improvement
1633,Female,21,7.9,98,70,74,Good
1634,Male,20,6.3,91,63,68,Good
1635,Male,19,4.6,71,81,66,Good
1636,Male,18,4.0,91,63,54,Needs Improvement
1637,Male,21,4.9,92,56,60,Good
1638,Male,20,5.4,89,100,83,Excellent
1639,Male,22,0.8,80,69,50,Needs Improvement
1640,Female,18,8.3,87,35,45,Needs Improvement
1641,Female,19,3.1,82,88,73,Good
1642,Male,20,4.5,72,88,68,Good
1643,Male,19,4.6,75,76,49,Needs Improvement
1644,Female,19,8.1,89,79,86,Excellent
1645,Male,21,4.3,73,100,71,Good
1646,Male,21,7.4,74,57,72,Good
1647,Male,20,5.2,90,72,68,Good
1648,Female,22,2.8,83,98,70,Good
1649,Male,20,4.7,88,100,79,Good
1650,Female,22,4.3,70,65,53,Needs Improvement
1651,Male,19,2.5,87,98,72,Good
1652,Female,18,5.1,75,81,77,Good
1653,Female,20,4.5,72,91,65,Good
1654,Male,20,5.5,77,81,71,Good
1655,Female,22,4.8,96,74,64,Good
1656,Male,19,3.3,78,100,72,Good
1657,Female,19,5.9,100,63,75,Good
1658,Male,22,3.4,61,97,70,Good
1659,Male,19,0.5,67,99,67,Good
1660,Female,21,4.7,95,89,74,Good
1661,Male,18,3.5,98,69,76,Good
1662,Male,20,5.2,73,73,58,Needs Improvement
1663,Female,18,8.1,83,52,53,Needs Improvement
1664,Male,20,8.1,89,64,77,Good
1665,Male,21,4.2,80,79,63,Good
1666,Female,19,3.0,83,50,51,Needs Improvement
1667,Female,22,5.6,82,66,71,Good
1668,Male,21,3.8,67,97,72,Good
1669,Male,18,5.2,79,68,73,Good
1670,Female,22,3.3,82,84,66,Good
1671,Female,19,5.0,83,78,63,Good
1672,Male,21,3.0,65,66,41,Needs Improvement
1673,Female,22,6.6,90,68,68,Good
1674,Male,21,3.4,83,72,49,Needs Improvement
1675,Male,21,5.7,71,41,49,Needs Improvement
1676,Male,19,2.2,100,83,74,Good
1677,Male,20,5.9,79,68,63,Good
1678,Male,22,2.8,79,84,65,Good
1679,Female,19,5.0,88,75,71,Good
1680,Female,21,6.3,100,68,72,Good
1681,Female,19,4.1,89,73,69,Good
1682,Female,20,2.6,90,73,60,Good
1683,Male,22,5.4,72,91,60,Good
1684,Male,20,3.0,83,71,65,Good
1685,Male,18,3.8,77,74,60,Good
1686,Male,22,5.0,89,52,51,Needs Improvement
1687,Female,20,6.9,90,69,70,Good
1688,Male,21,4.5,98,90,76,Good
1689,Male,22,4.5,60,76,56,Needs Improvement
1690,Female,22,5.8,76,55,49,Needs Improvement
1691,Female,19,4.6,95,56,60,Good
1692,Female,21,5.6,68,60,52,Needs Improvement
1693,Female,18,6.4,90,84,75,Good
1694,Male,20,3.9,93,82,70,Good
1695,Male,19,0.5,82,35,41,Needs Improvement
1696,Female,20,3.0,68,69,65,Good
1697,Male,18,6.7,81,72,68,Good
1698,Male,18,4.4,97,57,56,Needs Improvement
1699,Male,22,3.9,97,65,69,Good
1700,Female,18,6.6,84,89,81,Excellent
1701,Male,20,4.3,72,76,63,Good
1702,Female,21,0.7,99,63,55,Needs Improvement
1703,Male,21,1.8,90,67,56,Needs Improvement
1704,Male,22,5.3,73,67,61,Good
1705,Male,20,4.4,85,74,63,Good
1706,Female,20,7.1,85,50,53,Needs Improvement
1707,Male,18,3.2,76,61,53,Needs Improvement
1708,Female,20,3.9,85,84,76,Good
1709,Female,19,2.9,93,69,56,Needs Improvement
1710,Female,18,3.6,79,58,52,Needs Improvement
1711,Male,19,1.1,94,59,47,Needs Improvement
1712,Male,22,3.8,64,80,67,Good
1713,Male,21,4.4,100,63,66,Good
1714,Male,22,4.3,83,77,58,Needs Improvement
1715,Female,21,8.4,93,61,58,Needs Improvement
1716,Female,22,7.8,84,54,66,Good
1717,Female,20,3.1,74,73,51,Needs Improvement
1718,Male,19,0.8,82,69,57,Needs Improvement
1719,Female,21,4.3,63,80,59,Needs Improvement
1720,Male,18,5.2,89,82,74,Good
1721,Female,19,3.0,84,65,59,Needs Improvement
1722,Male,18,3.0,80,75,58,Needs Improvement
1723,Male,19,7.3,90,65,63,Good
1724,Female,19,4.0,82,79,68,Good
1725,Female,22,5.7,88,73,63,Good
1726,Female,21,2.8,92,61,61,Good
1727,Female,21,4.4,77,60,51,Needs Improvement
1728,Male,19,3.9,74,74,62,Good
1729,Female,20,3.3,65,86,61,Good
1730,Female,20,6.6,83,83,73,Good
1731,Female,18,2.0,87,57,47,Needs Improvement
1732,Male,18,5.0,69,58,53,Needs Improvement
1733,Male,22,3.9,96,60,46,Needs Improvement
1734,Female,19,5.2,74,62,53,Needs Improvement
1735,Male,18,3.9,61,45,41,Needs Improvement
1736,Female,18,6.1,97,81,73,Good
1737,Male,19,2.8,62,64,57,Needs Improvement
1738,Male,22,6.6,92,76,68,Good
1739,Male,18,4.4,89,66,68,Good
1740,Male,22,2.1,85,70,53,Needs Improvement
1741,Female,21,5.7,77,60,53,Needs Improvement
1742,Female,22,4.1,87,70,52,Needs Improvement
1743,Female,20,1.4,92,58,54,Needs Improvement
1744,Male,20,5.1,72,70,61,Good
1745,Female,22,6.3,92,90,80,Excellent
1746,Female,20,6.8,91,77,73,Good
1747,Female,21,3.8,85,74,63,Good
1748,Male,19,4.8,77,52,54,Needs Improvement
1749,Male,20,4.6,91,78,78,Good
1750,Male,20,7.2,87,79,71,Good
1751,Female,22,3.0,72,74,68,Good
1752,Female,21,3.7,78,73,65,Good
1753,Female,19,3.0,90,68,61,Good
1754,Male,22,1.9,83,79,63,Good
1755,Male,22,4.9,93,90,58,Needs Improvement
1756,Female,21,7.4,79,75,68,Good
1757,Male,19,4.1,72,56,48,Needs Improvement
1758,Male,21,2.9,100,57,66,Good
1759,Male,19,4.8,65,80,62,Good
1760,Male,21,5.6,77,57,56,Needs Improvement
1761,Female,22,4.2,85,73,63,Good
1762,Male,22,7.0,92,65,60,Good
1763,Male,18,3.0,88,55,50,Needs Improvement
1764,Male,20,4.0,100,82,74,Good
1765,Male,21,5.0,81,80,57,Needs Improvement
1766,Female,18,5.2,73,51,54,Needs Improvement
1767,Female,20,4.6,80,77,60,Good
1768,Male,21,2.2,79,75,65,Good
1769,Male,19,8.7,81,82,78,Good
1770,Male,20,4.1,72,72,52,Needs Improvement
1771,Male,22,4.7,90,90,71,Good
1772,Male,18,5.6,86,68,66,Good
1773,Male,20,3.4,69,66,53,Needs Improvement
1774,Female,20,4.6,92,56,58,Needs Improvement
1775,Male,22,3.3,74,57,51,Needs Improvement
1776,Female,21,5.2,70,56,58,Needs Improvement
1777,Female,19,4.0,83,73,64,Good
1778,Male,22,5.0,64,66,57,Needs Improvement
1779,Female,19,2.6,88,75,61,Good
1780,Female,21,3.0,54,53,39,Needs Improvement
1781,Female,20,2.0,72,58,55,Needs Improvement
1782,Female,19,3.2,98,58,71,Good
1783,Female,18,0.5,75,100,64,Good
1784,Female,18,3.9,77,68,58,Needs Improvement
1785,Male,22,3.5,95,69,67,Good
1786,Female,21,4.8,74,69,65,Good
1787,Female,22,4.6,90,92,75,Good
1788,Female,22,6.8,94,47,53,Needs Improvement
1789,Male,22,9.2,87,69,82,Excellent
1790,Female,18,6.5,68,47,55,Needs Improvement
1791,Male,18,3.7,76,37,44,Needs Improvement
1792,Female,22,3.6,100,60,55,Needs Improvement
1793,Male,18,6.1,77,76,67,Good
1794,Male,21,1.5,100,59,45,Needs Improvement
1795,Female,22,3.9,99,76,71,Good
1796,Female,18,4.1,87,71,67,Good
1797,Male,19,5.6,85,68,65,Good
1798,Female,22,5.6,77,88,67,Good
1799,Male,22,3.2,81,62,57,Needs Improvement
1800,Male,21,3.8,75,75,65,Good
1801,Male,20,5.3,81,45,47,Needs Improvement
1802,Male,20,3.1,68,71,61,Good
1803,Male,21,6.7,68,66,64,Good
1804,Female,21,5.6,95,53,57,Needs Improvement
1805,Male,21,4.8,66,76,59,Needs Improvement
1806,Male,20,5.2,91,60,59,Needs Improvement
1807,Female,21,3.7,63,94,62,Good
1808,Male,18,3.4,88,36,45,Needs Improvement
1809,Female,22,3.7,80,73,64,Good
1810,Female,22,5.4,95,71,73,Good
1811,Female,19,4.9,79,66,61,Good
1812,Male,19,3.7,62,63,54,Needs Improvement
1813,Male,22,5.8,80,71,63,Good
1814,Male,18,4.2,84,85,64,Good
1815,Female,20,3.3,81,47,45,Needs Improvement
1816,Male,20,5.0,88,59,66,Good
1817,Female,18,2.7,76,55,52,Needs Improvement
1818,Male,20,1.5,69,55,47,Needs Improvement
1819,Female,21,4.5,72,75,53,Needs Improvement
1820,Male,22,3.3,77,78,63,Good
1821,Male,22,4.0,77,85,60,Good
1822,Male,18,2.8,100,78,59,Needs Improvement
1823,Female,20,6.7,95,80,68,Good
1824,Female,19,3.3,89,50,47,Needs Improvement
1825,Male,19,3.7,86,91,75,Good
1826,Male,20,5.2,85,67,63,Good
1827,Female,19,2.0,85,84,59,Needs Improvement
1828,Female,18,1.9,84,51,44,Needs Improvement
1829,Female,18,5.2,82,67,64,Good
1830,Male,20,3.7,61,83,65,Good
1831,Female,19,2.9,78,70,58,Needs Improvement
1832,Male,18,5.6,80,59,53,Needs Improvement
1833,Female,18,3.0,75,88,63,Good
1834,Male,21,4.0,76,54,63,Good
1835,Female,21,2.9,85,70,53,Needs Improvement
1836,Female,18,5.0,90,79,71,Good
1837,Female,20,6.9,85,99,92,Excellent
1838,Female,22,1.2,89,64,52,Needs Improvement
1839,Female,22,4.7,90,66,71,Good
1840,Male,18,6.0,79,64,58,Needs Improvement
1841,Female,18,3.7,87,73,52,Needs Improvement
1842,Female,18,2.5,65,78,54,Needs Improvement
1843,Female,20,5.3,78,85,66,Good
1844,Male,21,6.3,77,81,61,Good
1845,Female,18,6.1,97,63,63,Good
1846,Male,18,5.2,85,81,74,Good
1847,Female,19,4.7,69,71,57,Needs Improvement
1848,Female,20,2.9,88,80,62,Good
1849,Male,18,6.1,91,81,79,Good
1850,Female,19,6.0,81,93,72,Good
